# 2019-01-04_19:14:45
status,alpha,alphaErr,aGGInv,aGGInvErr,c6,c6Err,c8,c8Err,c10,c10Err,c12,c12Err,chi,dof,chiDof,edm,del^(0),del^(4),del^(6),del^(8),del^(10),del^(12)
0,0.3179,0,0.021,0,-0.202321928480275,0.0117759856318427,-0.0629775274925865,0.00931888840681302,0.875674071856934,0,0.0200619551353711,0,49.131571047008,12,4.09429758725067,2.07949802068835e-06,0.177948597913589,0.00105832991584286,-0.0152277128343462,0.00200174910726853,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,-0.2183628965479,0.00557436797917508,-0.0779654950739484,0.00462026894020508,0.875674071856934,0,0.0200619551353711,0,39.5468533039093,11,3.59516848217357,1.61010088793442e-06,0.177948597913589,0.00105832991584286,-0.0164350325606532,0.0024781436549791,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,-0.224268603863368,0.00596702103382286,-0.0837166594468266,0.00501984204943209,0.875674071856934,0,0.0200619551353711,0,38.313079290092,10,3.8313079290092,1.53117560546699e-05,0.177948597913589,0.00105832991584286,-0.0168795242465478,0.00266094518129369,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,-0.244440177510896,0.0147756921271327,-0.104034027709702,0.0127368249924004,0.875674071856934,0,0.0200619551353711,0,22.4766818583012,9,2.4974090953668,1.70370868199206e-06,0.177948597913589,0.00105832991584286,-0.0183977330399726,0.00330673544016094,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,-0.243920828688167,0.0106782032484407,-0.103498328788984,0.00952384351730282,0.875674071856934,0,0.0200619551353711,0,22.4710348956287,8,2.80887936195359,8.0296217352374e-06,0.177948597913589,0.00105832991584286,-0.0183586443717655,0.00328970817854865,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,-0.234284224573669,0.0162900261319241,-0.0930539091611211,0.0152763005584306,0.875674071856934,0,0.0200619551353711,0,21.2641457596328,7,3.03773510851897,8.16948874461338e-07,0.177948597913589,0.00105832991584286,-0.0176333476070693,0.00295773090826801,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,-0.19639456037854,0.0216994513735939,-0.050997386093117,0.0213826896615444,0.875674071856934,0,0.0200619551353711,0,9.0142959832192,6,1.50238266386987,8.08517627371598e-06,0.177948597913589,0.00105832991584286,-0.0147815908544171,0.00162095871574099,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,-0.192862299402216,0.0248020552948637,-0.0467317433204515,0.0259668730585301,0.875674071856934,0,0.0200619551353711,0,8.9365283510997,5,1.78730567021994,5.83112221460172e-11,0.177948597913589,0.00105832991584286,-0.014515736054557,0.00148537469153307,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,-0.184455261141591,0.029039411156977,-0.0356334151461572,0.0327258950703443,0.875674071856934,0,0.0200619551353711,0,8.6247843129895,4,2.15619607824738,4.87290305297645e-11,0.177948597913589,0.00105832991584286,-0.0138829822775356,0.00113261285092759,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,-0.171668628167739,0.0361302634917344,-0.0175087521997382,0.0446914819319856,0.875674071856934,0,0.0200619551353711,0,8.26443438567136,3,2.75481146189045,1.09957375459907e-05,0.177948597913589,0.00105832991584286,-0.0129205993242564,0.00055651802286677,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,-0.105490052739063,0.0511521228714446,0.0916565085372953,0.0746218742406665,0.875674071856934,0,0.0200619551353711,0,4.93791917276749,2,2.46895958638374,4.11454245081299e-08,0.177948597913589,0.00105832991584286,-0.00793968425497238,-0.00291331434314373,0.00330591264905167,7.57394484754894e-05
0,0.3179,0,0.021,0,0.0329859987645654,0.0806744835025581,0.375721115912608,0.148135048902721,0.875674071856934,0,0.0200619551353711,0,0.00937331846399347,1,0.00937331846399347,6.98055863899874e-10,0.177948597913589,0.00105832991584286,0.00248268351588924,-0.0119423457589461,0.00330591264905167,7.57394484754894e-05
