title,status,alpha,alphaErr,aGGInv,aGGInvErr,c6,c6Err,c8,c8Err,c10,c10Err,c12,c12Err,chi,dof,chiDof,edm,del^(0),del^(4),del^(6),del^(8),del^(10),del^(12)
smin1975,0,0.323386025517201,0.00337123748990488,0.021,0,-0.316713296622736,0.121847478991381,-0.028454588683315,0.209107010290495,0.875674071856934,0,0.0200619551353711,0,7.86238806905749,6,1.31039801150958,1.43508850611851e-07,0.207914459994611,0.000815922584403387,-0.0119186762601967,0.0002261082236883,2.83785708121836e-18,4.20664149693076e-20
smin2050,0,0.32563029756853,0.00383915477949676,0.021,0,-0.428532000133231,0.15441785693097,-0.249555340240398,0.280044581587132,0.875674071856934,0,0.0200619551353711,0,6.51727026260596,5,1.30345405252119,3.1360740778838e-07,0.210639944117444,0.000828349147698224,-0.0161266806009934,0.00198303743981977,2.83785708121836e-18,4.20664149693076e-20
smin2150,0,0.330818419669118,0.00443399264279931,0.021,0,-0.715036454685191,0.199512537207901,-0.849503240053068,0.379456637245912,0.875674071856934,0,0.0200619551353711,0,0.773011025821233,4,0.193252756455308,1.22421613281407e-05,0.217051082624317,0.000857490875222703,-0.0269085261291799,0.00675039343438074,2.83785708121836e-18,4.20664149693076e-20
smin2250,0,0.330387997620964,0.00518417643135437,0.021,0,-0.69050199518229,0.251264157230685,-0.796583224184829,0.503082732913142,0.875674071856934,0,0.0200619551353711,0,0.748229732988875,3,0.249409910996292,2.18987789180002e-07,0.216513255965679,0.000855051084488038,-0.0259852359384863,0.00632987599451555,2.83785708121836e-18,4.20664149693076e-20
smin2350,0,0.333900712196232,0.00702268035537003,0.021,0,-0.905552629501517,0.386940591613891,-1.28724242855876,0.83341377320079,0.875674071856934,0,0.0200619551353711,0,0.197274573220682,2,0.0986372866103409,1.59157870416006e-06,0.22093433195146,0.000875079733056707,-0.0340781038961393,0.0102287930504615,2.83785708121836e-18,4.20664149693076e-20
smin2500,0,0.33981697996609,0.0152405064385182,0.021,0,-1.31635545000493,1.02626574134745,-2.29960170280374,2.46987617448701,0.875674071856934,0,0.0200619551353711,0,0.00756179507227012,1,0.00756179507227012,2.28541751950039e-08,0.228546838518723,0.000909419444835583,-0.0495375932089238,0.0182732866743715,2.83785708121836e-18,4.20664149693076e-20
