# 2019-01-05_16:03:12
status,alpha,alphaErr,aGGInv,aGGInvErr,c6,c6Err,c8,c8Err,c10,c10Err,c12,c12Err,chi,dof,chiDof,edm,del^(0),del^(4),del^(6),del^(8),del^(10),del^(12)
3,0.315097534540146,8.53144611418518e-10,0.021,0,-0.969532521342853,1.81371584690357e-10,-0.2986898931671,6.14387370602939e-11,0.673886723567075,0.0249221779975778,0.0194664377017044,1.7204296461357e-10,22263.859375,18,1236.88107638889,289184628997.08,0.174813417980237,0.00103800865494303,-0.0729716394533475,0.00949389807447997,0.00254410940676151,7.34912048881072e-05
3,0.276494950832516,1.96920505035054e-07,0.021,0,-0.925673087107233,1.25665595816729e-06,-0.324096231301356,3.2258973059919e-07,0.738856735695228,7.92426061780466e-07,0.0168691555353095,1.70206531158448e-08,25937.375,17,1525.72794117647,574885435.662251,0.136085855184007,0.000780815166787201,-0.0696705693487196,0.0103014419191505,0.00278938923381867,6.36857438804136e-05
3,0.333682321446269,1.18554879574846e-09,0.021,0,-0.953190328132864,7.76160956028475e-10,-0.375377634981945,4.34662043484027e-10,0.753116534592667,1.49583451147844e-08,-0.254255648362552,0.0192385609554857,12285.62890625,16,767.851806640625,4109760899257.48,0.196511342871612,0.00117704780051559,-0.0717416480868439,0.0119314281717734,0.00284322393221051,-0.000959885636709729
3,0.325828698905443,3.36700740775401e-06,0.021,0,-0.623452357749642,1.75685030913042e-06,-0.536565125204366,1.27431647325167e-06,-0.273118622301355,5.34577470883402e-07,-0.218744826713221,4.53290951623575e-07,610.86328125,15,40.72421875,0.0199965086899119,0.187077910533859,0.00111705896358174,-0.0469239965287953,0.0170547940373763,-0.00103109859841223,-0.000825822429585421
3,0.366919694801607,1.16680374969486e-05,0.021,0,-2.40785638122206,1.06150074904471e-05,-1.01092175963053,3.62971991797433e-06,1.76525010560186,1.38800047749879e-05,-0.440466043204178,6.93957809442032e-06,81816.40625,14,5844.02901785714,6373.75963624654,0.241131404489145,0.00145136411395665,-0.181226749838795,0.0321322829019758,0.00666430906247322,-0.00166288155662594
3,0.316163030697767,2.74786316819234e-05,0.021,0,0.632083690001474,0.00021341298508224,1.31789521899101,0.000418678973346328,1.95750014363236,0.0012560290471625,0.174951340779614,5.17399820272722e-05,880.193115234375,13,67.7071627103365,423.111716988404,0.17599986947872,0.0010457080100602,0.0475736317408359,-0.041889475232245,0.00739010631162315,0.000660489866081555
3,0.332637599714962,0.000783854049418637,0.021,0,-0.37423263030593,0.00918159605765515,-0.231594088478076,0.00907822860892245,0.156683474525439,0.00312497215444642,-0.32983440519856,0.00637558680816754,71.6274700164795,12,5.96895583470662,17.4156012716042,0.195233459499731,0.00116896294970742,-0.0281665317760963,0.00736124897749012,0.000591523601050095,-0.00124521641930778
3,0.292486764855118,0.00084295687281783,0.021,0,-0.469099809131122,4.65961502434223e-06,-0.472522080307719,0.00817270600650924,0.851156721209458,0.00761656781969007,-1.12090559376253,0.0126814706991349,880.900634765625,11,80.0818758877841,15790.0625210688,0.151167353504634,0.000882280680347231,-0.0353066878995855,0.0150191773173692,0.00321335284600206,-0.00423172970390032
3,0.330871264757735,0.0010989795259797,0.021,0,-0.499369317238664,0.00998922216250741,-0.487250853471574,0.012337522195851,0.216906005185711,0.0419762434736457,-0.751215389258872,0.0260859529723516,29.9477952485904,10,2.99477952485904,0.216825046849621,0.193089117096097,0.00115536707860181,-0.0375849153787364,0.0154873333359644,0.000818880367986806,-0.0028360465809463
3,0.332325352250009,0.00145323832896517,0.021,0,-0.552921656286919,0.0118554927391963,-0.578877224096694,0.00684715409757328,1.47032587613751,0.0482535769530443,-1.93537053007519,0.0218114757987471,26.6770872231573,9,2.96412080257303,1.90421902210602,0.194852910805063,0.00116655280656536,-0.0416155197069957,0.0183996897415519,0.00555088824526155,-0.00730656087876351
3,0.33090896726936,0.00116112778123874,0.021,0,-0.498352380163407,0.00552917887880772,-0.482888417457333,0.0206108023318204,0.0742193800704731,0.0323003359421556,-0.622583847960359,0.0214871900782434,24.7685401393101,8,3.09606751741376,8.50769019294176e-05,0.193134676543787,0.00115565632126748,-0.0375083758465714,0.015348672725669,0.000280198758037268,-0.00235042681314388
1,0.330634138994161,0.00131998451786498,0.021,0,-0.487416091267989,0.0125067998168253,-0.462874231882421,0.0129221700370437,0.0263104394230411,0.0626717660831297,-0.550392105828831,0.0518489553678515,24.6778748352081,7,3.52541069074401,1.02763486622367e-05,0.192802786889877,0.00115354887995206,-0.036685258609484,0.0147125191689577,9.9329210817321e-05,-0.00207788295106103
3,0.325426619688892,0.0014912046577842,0.021,0,-0.287054367105401,0.0166154151597112,-0.098409875123227,0.016203609951367,0.763131212695271,0.0521797297516417,-0.578343449294599,0.0487701455455209,9.28259126283228,6,1.54709854380538,6.3422307890031e-05,0.186605550548826,0.00111403652665909,-0.0216050800966549,0.00312797100040989,0.00288103212144394,-0.00218340703004344
1,0.32425034201441,0.00209000651323125,0.021,0,-0.238751318580476,0.0159943568634268,-0.0050946202165918,0.0152956497823633,0.558542694993883,0.0860201663670595,-0.250789951521267,0.0642393036078501,8.271506564226,5,1.6543013128452,8.07854629768512e-06,0.185229496971573,0.00110522160263896,-0.0179695623972833,0.000161933182779132,0.00210865368721042,-0.000946801669291251
1,0.32346501320827,0.00187581250722132,0.021,0,-0.206893112572475,0.0218145559009764,0.0576141671542454,0.0343798946628364,1.31352643168224,0.0812530640169593,-0.771778681164082,0.0624677836294124,8.10242049663793,4,2.02560512415948,1.96931155338894e-07,0.184315606709466,0.00109935894284082,-0.0155717619405989,-0.00183127398389222,0.00495892682554096,-0.00291367871486505
1,0.330295769518788,0.00213828235084329,0.021,0,-0.509500673014242,0.0266984692467047,-0.567191548244673,0.0366431818061403,-0.0609253341203426,0.133182925216942,-0.751353314513353,0.111707094866785,0.816329069686617,3,0.272109689895539,5.66254874054028e-09,0.192394833996426,0.00115095725019922,-0.038347449511996,0.0180282589767069,-0.000230010045049097,-0.00283656728706067
0,0.331825214143784,0.00839049429068233,0.021,0,-0.58319149616429,0.378967518409961,-0.72651356517616,0.783183361466947,-0.234303700064006,1.88168717010454,-0.908010901733892,0.706427759283249,0.605188924422691,2,0.302594462211346,4.11090433740621e-07,0.194244697173854,0.00116269839563695,-0.0438937721567255,0.02309233052506,-0.0008845614945737,-0.00342799315635022
1,0.334679486030797,0.00237598108257925,0.021,0,-0.729261397234101,0.0404901457492995,-1.05725326083681,0.0680258017476205,-0.632559735851699,0.261121530520511,-1.23334471565738,0.217987191082958,0.158707792805671,1,0.158707792805671,5.29631713496533e-08,0.197737745067905,0.00118479475479452,-0.0548876892468807,0.0336049358445512,-0.00238808855856425,-0.00465621859453539
